,author,title,sentence,sentence_nr,words,kind
13813,"Polidori, John William",The Vampyre; a Tale,In the sittingroom we observed a marble recess formerly the old man told us filled with books and papers which were then in a large seamans chest in the closet it was open but we did not think ourselves justified in examining the contents,8739,NA,NA
13816,"Polidori, John William",The Vampyre; a Tale,On the tablet of the recess lay Voltaires Shakspeares Boileaus and Rousseaus works complete Volneys Ruins of Empires Zimmerman in the German language Klopstocks Messiah Kotzebues novels Schillers play of the Robbers Miltons Paradise Lost an Italian edition printed at Parma in 1810 several small pamphlets from the Greek press at Constantinople much torn but no English book of any description,8740,Parma,location
13822,"Polidori, John William",The Vampyre; a Tale,The old man said The lord had been reading these books the evening before he sailed and forgot to place them with the others but said he there they must lie until his return for he is so particular that were I to move one thing without orders he would frown upon me for a week together he is otherways very good,8743,Lord,person
13824,"Polidori, John William",The Vampyre; a Tale,I once did him a service and I have the produce of this farm for the trouble of taking care of it except twenty zechines which I pay to an aged Armenian who resides in a small cottage in the wood and whom the lord brought here from Adrianople I dont know for what reason,8744,Lord,person
13825,"Polidori, John William",The Vampyre; a Tale,I once did him a service and I have the produce of this farm for the trouble of taking care of it except twenty zechines which I pay to an aged Armenian who resides in a small cottage in the wood and whom the lord brought here from Adrianople I dont know for what reason,8744,Adrianople,location
13828,"Polidori, John William",The Vampyre; a Tale,The portico in front was fifty paces long and fourteen broad and the fluted marble pillars with black plinths and fretwork cornices as it is now customary in Grecian architecture were considerably higher than the roof,8746,Mary,person
13831,"Polidori, John William",The Vampyre; a Tale,The roof surrounded by a light stone balustrade was covered by a fine Turkey carpet beneath an awning of strong coarse linen,8747,Turkey,location
13833,"Polidori, John William",The Vampyre; a Tale,On the left hand as we entered the house a small streamlet glided away grapes oranges and limes were clustering together on its borders and under the shade of two large myrtle bushes a marble seat with an ornamental wooden back was placed on which we were told the lord passed many of his evenings and nights till twelve oclock reading writing and talking to himself,8749,Lord,person
13836,"Polidori, John William",The Vampyre; a Tale,The view from this seat was what may be termed a birdseye view,8751,NA,NA
13838,"Polidori, John William",The Vampyre; a Tale,A small stream issuing from the ruins descended in broken cascades until it was lost in the woods near the mountains base,8753,NA,NA
13841,"Polidori, John William",The Vampyre; a Tale,The sea smooth as glass and an horizon unshadowed by a single cloud terminates the view in front and a little on the left through a vista of lofty chesnut and palmtrees several small islands were distinctly observed studding the light blue wave with spots of emerald green,8754,Island,location
13842,"Polidori, John William",The Vampyre; a Tale,I seldom enjoyed a view more than I did this but our enquiries were fruitless as to the name of the person who had resided in this romantic solitude none knew his name but Dominick his banker who had gone to Candia,8755,Dominick,person
13844,"Polidori, John William",The Vampyre; a Tale,We had not time to visit the Armenian but on our return to the town we learnt several particulars of the isolated lord,8757,Lord,person
13846,"Polidori, John William",The Vampyre; a Tale,He had portioned eight young girls when he was last upon the island and even danced with them at the nuptial feast,8758,Island,location
13848,"Polidori, John William",The Vampyre; a Tale,He also bought a new boat for a fisherman who had lost his own in a gale and he often gave Greek Testaments to the poor children,8760,NA,NA
13849,"Polidori, John William",The Vampyre; a Tale,In short he appeared to us from all we collected to have been a very eccentric and benevolent character,8761,NA,NA
13851,"Polidori, John William",The Vampyre; a Tale,He had a most beautiful daughter with whom the lord was often seen walking on the seashore and he had bought her a pianoforte and taught her himself the use of it,8763,Lord,person
13853,"Polidori, John William",The Vampyre; a Tale,Such was the information with which we departed from the peaceful isle of Mitylene our imaginations all on the rack guessing who this rambler in Greece could be,8764,Greece,location
13854,"Polidori, John William",The Vampyre; a Tale,Such was the information with which we departed from the peaceful isle of Mitylene our imaginations all on the rack guessing who this rambler in Greece could be,8764,Mitylene,location
13856,"Polidori, John William",The Vampyre; a Tale,Arrived at Palermo all our doubts were dispelled,8766,NA,NA
13857,"Polidori, John William",The Vampyre; a Tale,Falling in company with Mr FOSTER the architect a pupil of WYATTS who had been travelling in Egypt and Greece The individual said he about whom you are so anxious is Lord Byron I met him in my travels on the island of Tenedos and I also visited him at Mitylene,8767,Lord,person
13858,"Polidori, John William",The Vampyre; a Tale,Falling in company with Mr FOSTER the architect a pupil of WYATTS who had been travelling in Egypt and Greece The individual said he about whom you are so anxious is Lord Byron I met him in my travels on the island of Tenedos and I also visited him at Mitylene,8767,Byron,person
13859,"Polidori, John William",The Vampyre; a Tale,Falling in company with Mr FOSTER the architect a pupil of WYATTS who had been travelling in Egypt and Greece The individual said he about whom you are so anxious is Lord Byron I met him in my travels on the island of Tenedos and I also visited him at Mitylene,8767,Greece,location
13860,"Polidori, John William",The Vampyre; a Tale,Falling in company with Mr FOSTER the architect a pupil of WYATTS who had been travelling in Egypt and Greece The individual said he about whom you are so anxious is Lord Byron I met him in my travels on the island of Tenedos and I also visited him at Mitylene,8767,Lord Byron,person
13861,"Polidori, John William",The Vampyre; a Tale,Falling in company with Mr FOSTER the architect a pupil of WYATTS who had been travelling in Egypt and Greece The individual said he about whom you are so anxious is Lord Byron I met him in my travels on the island of Tenedos and I also visited him at Mitylene,8767,Egypt,location
